Date,Open,High,Low,Close,Adj Close,Volume
2018-10-22,2750.000000,3240.000000,2690.000000,2840.000000,2840.000000,14470000
2018-10-23,2800.000000,2880.000000,2660.000000,2660.000000,2660.000000,3686200
2018-10-24,2660.000000,2680.000000,2610.000000,2620.000000,2620.000000,1060600
2018-10-25,2600.000000,2600.000000,2490.000000,2510.000000,2510.000000,2088600
2018-10-26,2570.000000,2570.000000,2470.000000,2470.000000,2470.000000,943000
2018-10-29,2470.000000,2570.000000,2450.000000,2450.000000,2450.000000,1378800
2018-10-30,2450.000000,2470.000000,2420.000000,2440.000000,2440.000000,1077400
2018-10-31,2440.000000,2450.000000,2400.000000,2410.000000,2410.000000,771800
2018-11-01,2410.000000,2430.000000,2400.000000,2430.000000,2430.000000,636500
2018-11-02,2450.000000,2450.000000,2320.000000,2350.000000,2350.000000,1519100
2018-11-05,2350.000000,2420.000000,2350.000000,2350.000000,2350.000000,241800
2018-11-06,2370.000000,2400.000000,2350.000000,2350.000000,2350.000000,754800
2018-11-07,2380.000000,2380.000000,2320.000000,2320.000000,2320.000000,505300
2018-11-08,2350.000000,2360.000000,2290.000000,2290.000000,2290.000000,2305400
2018-11-09,2290.000000,2320.000000,2230.000000,2250.000000,2250.000000,954000
2018-11-12,2250.000000,2250.000000,2150.000000,2150.000000,2150.000000,811300
2018-11-13,2150.000000,2200.000000,2100.000000,2160.000000,2160.000000,276000
2018-11-14,2180.000000,2180.000000,2120.000000,2120.000000,2120.000000,181700
2018-11-15,2120.000000,2140.000000,2100.000000,2100.000000,2100.000000,1092800
2018-11-16,2110.000000,2290.000000,2110.000000,2180.000000,2180.000000,680600
2018-11-19,2180.000000,2220.000000,2140.000000,2160.000000,2160.000000,240500
2018-11-20,2160.000000,2160.000000,2160.000000,2160.000000,2160.000000,0
2018-11-21,2160.000000,2170.000000,2130.000000,2130.000000,2130.000000,144700
2018-11-22,2130.000000,2160.000000,2100.000000,2120.000000,2120.000000,753100
2018-11-23,2130.000000,2150.000000,2100.000000,2110.000000,2110.000000,448200
2018-11-26,2110.000000,2140.000000,2010.000000,2030.000000,2030.000000,766400
2018-11-27,2030.000000,2140.000000,2030.000000,2050.000000,2050.000000,997100
2018-11-28,2070.000000,2110.000000,2060.000000,2080.000000,2080.000000,157100
2018-11-29,2080.000000,2160.000000,1990.000000,2030.000000,2030.000000,915000
2018-11-30,2050.000000,2060.000000,1985.000000,1985.000000,1985.000000,1504500
2018-12-03,2000.000000,2080.000000,2000.000000,2080.000000,2080.000000,1017100
2018-12-04,2100.000000,2120.000000,2020.000000,2030.000000,2030.000000,723000
2018-12-05,2030.000000,2030.000000,1985.000000,1990.000000,1990.000000,1780200
2018-12-06,2000.000000,2020.000000,1960.000000,1965.000000,1965.000000,874900
2018-12-07,1970.000000,1980.000000,1920.000000,1945.000000,1945.000000,2380900
2018-12-10,1950.000000,1970.000000,1885.000000,1885.000000,1885.000000,1709400
2018-12-11,1895.000000,1895.000000,1835.000000,1850.000000,1850.000000,1196100
2018-12-12,1850.000000,1875.000000,1795.000000,1810.000000,1810.000000,2122600
2018-12-13,1820.000000,1825.000000,1775.000000,1790.000000,1790.000000,2399000
2018-12-14,1800.000000,1855.000000,1790.000000,1820.000000,1820.000000,1182700
2018-12-17,1830.000000,1840.000000,1775.000000,1785.000000,1785.000000,1615500
2018-12-18,1780.000000,1835.000000,1745.000000,1755.000000,1755.000000,1167500
2018-12-19,1765.000000,1770.000000,1735.000000,1735.000000,1735.000000,1594100
2018-12-20,1740.000000,1760.000000,1735.000000,1745.000000,1745.000000,947000
2018-12-21,1745.000000,1745.000000,1715.000000,1730.000000,1730.000000,1943100
2018-12-24,1730.000000,1730.000000,1730.000000,1730.000000,1730.000000,0
2018-12-25,1730.000000,1730.000000,1730.000000,1730.000000,1730.000000,0
2018-12-26,1725.000000,1725.000000,1675.000000,1700.000000,1700.000000,961800
2018-12-27,1710.000000,1715.000000,1685.000000,1690.000000,1690.000000,413400
2018-12-28,1700.000000,1700.000000,1685.000000,1685.000000,1685.000000,916400
2018-12-31,1685.000000,1685.000000,1685.000000,1685.000000,1685.000000,0
2019-01-01,1685.000000,1685.000000,1685.000000,1685.000000,1685.000000,0
2019-01-02,1685.000000,1690.000000,1645.000000,1645.000000,1645.000000,933700
2019-01-03,1645.000000,1680.000000,1645.000000,1650.000000,1650.000000,1670200
2019-01-04,1655.000000,1785.000000,1655.000000,1725.000000,1725.000000,2955600
2019-01-07,1745.000000,1805.000000,1740.000000,1765.000000,1765.000000,5718800
2019-01-08,1775.000000,1830.000000,1775.000000,1805.000000,1805.000000,8600100
2019-01-09,1840.000000,2250.000000,1835.000000,2250.000000,2250.000000,78808600
2019-01-10,2100.000000,2100.000000,1890.000000,1945.000000,1945.000000,35247300
2019-01-11,1950.000000,2010.000000,1945.000000,1975.000000,1975.000000,6310200
2019-01-14,1975.000000,2120.000000,1960.000000,2100.000000,2100.000000,14616500
2019-01-15,2140.000000,2160.000000,2050.000000,2130.000000,2130.000000,10217900
2019-01-16,2130.000000,2210.000000,2100.000000,2100.000000,2100.000000,12134200
2019-01-17,2100.000000,2140.000000,2010.000000,2040.000000,2040.000000,2893700
2019-01-18,2060.000000,2120.000000,2050.000000,2120.000000,2120.000000,3444100
2019-01-21,2140.000000,2160.000000,2070.000000,2090.000000,2090.000000,2396500
2019-01-22,2100.000000,2590.000000,2060.000000,2380.000000,2380.000000,45643300
2019-01-23,2390.000000,2970.000000,2350.000000,2960.000000,2960.000000,59472800
2019-01-24,2970.000000,3190.000000,2850.000000,2880.000000,2880.000000,48583900
2019-01-25,2900.000000,2900.000000,2700.000000,2700.000000,2700.000000,12039500
2019-01-28,2710.000000,3020.000000,2630.000000,2750.000000,2750.000000,30278100
2019-01-29,2780.000000,2810.000000,2630.000000,2690.000000,2690.000000,7087700
2019-01-30,2700.000000,2780.000000,2630.000000,2690.000000,2690.000000,15693100
2019-01-31,2720.000000,2790.000000,2700.000000,2740.000000,2740.000000,12839900
2019-02-01,2750.000000,2940.000000,2720.000000,2920.000000,2920.000000,48055300
2019-02-04,2950.000000,3160.000000,2880.000000,3100.000000,3100.000000,60997000
2019-02-05,3100.000000,3100.000000,3100.000000,3100.000000,3100.000000,0
2019-02-06,3100.000000,3350.000000,3100.000000,3300.000000,3300.000000,40858800
2019-02-07,3300.000000,3590.000000,3300.000000,3490.000000,3490.000000,39122700
2019-02-08,3530.000000,3560.000000,3390.000000,3460.000000,3460.000000,14783300
2019-02-11,3450.000000,3680.000000,3420.000000,3520.000000,3520.000000,24296000
2019-02-12,3510.000000,3570.000000,3140.000000,3260.000000,3260.000000,26491500
2019-02-13,3280.000000,3400.000000,3150.000000,3200.000000,3200.000000,14872000
2019-02-14,3250.000000,3760.000000,3200.000000,3750.000000,3750.000000,48687600
2019-02-15,3750.000000,3790.000000,3500.000000,3700.000000,3700.000000,25485200
2019-02-18,3730.000000,3790.000000,3620.000000,3700.000000,3700.000000,13683800
2019-02-19,3700.000000,3700.000000,3510.000000,3600.000000,3600.000000,17902200
2019-02-20,3610.000000,3740.000000,3550.000000,3600.000000,3600.000000,10185400
2019-02-21,3620.000000,3720.000000,3550.000000,3610.000000,3610.000000,7663200
2019-02-22,3620.000000,3650.000000,3370.000000,3430.000000,3430.000000,9948500
2019-02-25,3450.000000,3510.000000,3320.000000,3400.000000,3400.000000,9841800
2019-02-26,3410.000000,3450.000000,3100.000000,3150.000000,3150.000000,10931100
2019-02-27,3170.000000,3330.000000,3090.000000,3250.000000,3250.000000,7979600
2019-02-28,3270.000000,3320.000000,3110.000000,3300.000000,3300.000000,5915000
2019-03-01,3310.000000,3420.000000,3260.000000,3320.000000,3320.000000,8330400
2019-03-04,3320.000000,3350.000000,3170.000000,3180.000000,3180.000000,3923700
2019-03-05,3180.000000,3250.000000,3120.000000,3180.000000,3180.000000,6469400
2019-03-06,3180.000000,3180.000000,3010.000000,3050.000000,3050.000000,5804000
2019-03-07,3050.000000,3050.000000,3050.000000,3050.000000,3050.000000,0
2019-03-08,3040.000000,3070.000000,2790.000000,2830.000000,2830.000000,7734100
2019-03-11,2830.000000,2840.000000,2720.000000,2770.000000,2770.000000,4913100
2019-03-12,2730.000000,2770.000000,2650.000000,2670.000000,2670.000000,2714200
2019-03-13,2690.000000,2860.000000,2680.000000,2790.000000,2790.000000,7779900
2019-03-14,2820.000000,2840.000000,2670.000000,2710.000000,2710.000000,4124000
2019-03-15,2720.000000,2780.000000,2710.000000,2740.000000,2740.000000,2324800
2019-03-18,2730.000000,2920.000000,2730.000000,2910.000000,2910.000000,7696200
2019-03-19,3040.000000,3100.000000,2950.000000,3010.000000,3010.000000,8907800
2019-03-20,2980.000000,3040.000000,2890.000000,2920.000000,2920.000000,2856800
2019-03-21,2900.000000,2980.000000,2870.000000,2870.000000,2870.000000,3232400
2019-03-22,2900.000000,2910.000000,2810.000000,2830.000000,2830.000000,1689400
2019-03-25,2820.000000,2820.000000,2620.000000,2630.000000,2630.000000,3512700
2019-03-26,2700.000000,2740.000000,2550.000000,2560.000000,2560.000000,4318800
2019-03-27,2600.000000,2630.000000,2510.000000,2550.000000,2550.000000,2893000
2019-03-28,2580.000000,2650.000000,2550.000000,2580.000000,2580.000000,1186300
2019-03-29,2560.000000,2600.000000,2500.000000,2510.000000,2510.000000,981900
2019-04-01,2500.000000,2520.000000,2370.000000,2390.000000,2390.000000,2608600
2019-04-02,2390.000000,2470.000000,2300.000000,2330.000000,2330.000000,3265000
2019-04-03,2330.000000,2330.000000,2330.000000,2330.000000,2330.000000,0
2019-04-04,2330.000000,2480.000000,2330.000000,2410.000000,2410.000000,1850600
2019-04-05,2450.000000,2630.000000,2450.000000,2620.000000,2620.000000,5340700
2019-04-08,2620.000000,2650.000000,2530.000000,2550.000000,2550.000000,2631400
2019-04-09,2610.000000,2620.000000,2530.000000,2570.000000,2570.000000,3038700
2019-04-10,2600.000000,2600.000000,2550.000000,2580.000000,2580.000000,1100600
2019-04-11,2590.000000,2650.000000,2550.000000,2590.000000,2590.000000,1439100
2019-04-12,2560.000000,2770.000000,2550.000000,2750.000000,2750.000000,9729000
2019-04-15,2750.000000,2790.000000,2620.000000,2710.000000,2710.000000,4896700
2019-04-16,2710.000000,2860.000000,2700.000000,2710.000000,2710.000000,8631700
2019-04-17,2710.000000,2710.000000,2710.000000,2710.000000,2710.000000,0
2019-04-18,2710.000000,2760.000000,2650.000000,2740.000000,2740.000000,3642000
2019-04-19,2740.000000,2740.000000,2740.000000,2740.000000,2740.000000,0
2019-04-22,2740.000000,2780.000000,2670.000000,2700.000000,2700.000000,2571900
2019-04-23,2690.000000,2720.000000,2610.000000,2620.000000,2620.000000,5943300
2019-04-24,2620.000000,2660.000000,2500.000000,2520.000000,2520.000000,4105100
2019-04-25,2520.000000,2550.000000,2450.000000,2480.000000,2480.000000,2183700
2019-04-26,2480.000000,2590.000000,2460.000000,2510.000000,2510.000000,4475700
2019-04-29,2520.000000,2670.000000,2510.000000,2620.000000,2620.000000,6284200
2019-04-30,2640.000000,2660.000000,2550.000000,2610.000000,2610.000000,8155600
2019-05-01,2610.000000,2610.000000,2610.000000,2610.000000,2610.000000,0
2019-05-02,2610.000000,2640.000000,2500.000000,2510.000000,2510.000000,1926000
2019-05-03,2510.000000,2520.000000,2400.000000,2450.000000,2450.000000,2645300
2019-05-06,2450.000000,2450.000000,2260.000000,2270.000000,2270.000000,5763600
2019-05-07,2280.000000,2310.000000,2200.000000,2220.000000,2220.000000,5835300
2019-05-08,2220.000000,2220.000000,2100.000000,2150.000000,2150.000000,2674900
2019-05-09,2160.000000,2210.000000,1985.000000,1985.000000,1985.000000,8209400
2019-05-10,1985.000000,2070.000000,1910.000000,2050.000000,2050.000000,8511700
2019-05-13,2080.000000,2090.000000,1965.000000,1965.000000,1965.000000,3486800
2019-05-14,1950.000000,1965.000000,1895.000000,1915.000000,1915.000000,5860000
2019-05-15,1920.000000,1925.000000,1805.000000,1810.000000,1810.000000,3322700
2019-05-16,1810.000000,1845.000000,1700.000000,1710.000000,1710.000000,5177800
2019-05-17,1710.000000,1790.000000,1700.000000,1715.000000,1715.000000,3696400
2019-05-20,1715.000000,1790.000000,1680.000000,1765.000000,1765.000000,5652200
2019-05-21,1765.000000,1880.000000,1765.000000,1800.000000,1800.000000,3359400
2019-05-22,1800.000000,1815.000000,1760.000000,1800.000000,1800.000000,1640300
2019-05-23,1800.000000,1930.000000,1800.000000,1925.000000,1925.000000,6189200
2019-05-24,1925.000000,2020.000000,1890.000000,1895.000000,1895.000000,5236100
2019-05-27,1900.000000,2020.000000,1895.000000,2000.000000,2000.000000,11004000
2019-05-28,2000.000000,2050.000000,1970.000000,1975.000000,1975.000000,7819200
2019-05-29,1975.000000,2020.000000,1975.000000,1995.000000,1995.000000,2740900
2019-05-30,1995.000000,1995.000000,1995.000000,1995.000000,1995.000000,0
2019-05-31,1995.000000,2100.000000,1995.000000,2050.000000,2050.000000,11512300
2019-06-03,2050.000000,2050.000000,2050.000000,2050.000000,2050.000000,0
2019-06-04,2050.000000,2050.000000,2050.000000,2050.000000,2050.000000,0
2019-06-05,2050.000000,2050.000000,2050.000000,2050.000000,2050.000000,0
2019-06-06,2050.000000,2050.000000,2050.000000,2050.000000,2050.000000,0
2019-06-07,2050.000000,2050.000000,2050.000000,2050.000000,2050.000000,0
2019-06-10,2080.000000,2170.000000,2060.000000,2100.000000,2100.000000,6535700
2019-06-11,2110.000000,2140.000000,2080.000000,2100.000000,2100.000000,4080100
2019-06-12,2100.000000,2130.000000,2020.000000,2030.000000,2030.000000,4245400
2019-06-13,2030.000000,2050.000000,1945.000000,1945.000000,1945.000000,6463400
2019-06-14,1950.000000,1975.000000,1940.000000,1955.000000,1955.000000,2226100
2019-06-17,1970.000000,2020.000000,1965.000000,1990.000000,1990.000000,2495700
2019-06-18,1995.000000,2010.000000,1970.000000,1975.000000,1975.000000,1224200
2019-06-19,1980.000000,2000.000000,1980.000000,2000.000000,2000.000000,1207400
2019-06-20,2010.000000,2220.000000,1995.000000,2200.000000,2200.000000,17066200
2019-06-21,2250.000000,2440.000000,2230.000000,2370.000000,2370.000000,27318900
2019-06-24,2400.000000,2420.000000,2300.000000,2370.000000,2370.000000,11715200
2019-06-25,2410.000000,2410.000000,2340.000000,2350.000000,2350.000000,4624500
2019-06-26,2370.000000,2720.000000,2300.000000,2710.000000,2710.000000,28443400
2019-06-27,2710.000000,2750.000000,2580.000000,2580.000000,2580.000000,14810800
2019-06-28,2580.000000,2690.000000,2530.000000,2630.000000,2630.000000,10826600
2019-07-01,2650.000000,2820.000000,2580.000000,2810.000000,2810.000000,26080900
2019-07-02,2830.000000,2910.000000,2720.000000,2730.000000,2730.000000,19041600
2019-07-03,2730.000000,2770.000000,2550.000000,2580.000000,2580.000000,10547000
2019-07-04,2580.000000,2730.000000,2580.000000,2660.000000,2660.000000,12223700
2019-07-05,2670.000000,2740.000000,2620.000000,2710.000000,2710.000000,8320300
2019-07-08,2700.000000,2720.000000,2620.000000,2630.000000,2630.000000,3958400
2019-07-09,2630.000000,2720.000000,2620.000000,2630.000000,2630.000000,4449300
2019-07-10,2640.000000,2840.000000,2640.000000,2830.000000,2830.000000,24307300
2019-07-11,2840.000000,2970.000000,2730.000000,2770.000000,2770.000000,29054400
2019-07-12,2770.000000,2810.000000,2680.000000,2700.000000,2700.000000,8649300
2019-07-15,2700.000000,2780.000000,2670.000000,2760.000000,2760.000000,5789700
2019-07-16,2760.000000,2890.000000,2760.000000,2890.000000,2890.000000,19537000
2019-07-17,2900.000000,2920.000000,2810.000000,2820.000000,2820.000000,9813700
2019-07-18,2820.000000,2860.000000,2750.000000,2760.000000,2760.000000,5332800
2019-07-19,2760.000000,2810.000000,2750.000000,2760.000000,2760.000000,4375700
2019-07-22,2750.000000,2860.000000,2710.000000,2790.000000,2790.000000,6993400
2019-07-23,2800.000000,2840.000000,2720.000000,2740.000000,2740.000000,5504200
2019-07-24,2770.000000,2820.000000,2730.000000,2730.000000,2730.000000,6004000
2019-07-25,2770.000000,3070.000000,2770.000000,3040.000000,3040.000000,54471300
2019-07-26,3040.000000,3210.000000,3020.000000,3140.000000,3140.000000,39478000
2019-07-29,3150.000000,3390.000000,3060.000000,3360.000000,3360.000000,27826300
2019-07-30,3360.000000,3450.000000,3330.000000,3370.000000,3370.000000,17744600
2019-07-31,3370.000000,3450.000000,3300.000000,3410.000000,3410.000000,19565700
2019-08-01,3410.000000,3420.000000,3360.000000,3380.000000,3380.000000,6777600
2019-08-02,3380.000000,3380.000000,3150.000000,3260.000000,3260.000000,14477300
2019-08-05,3230.000000,3340.000000,3180.000000,3190.000000,3190.000000,7562700
2019-08-06,3120.000000,3240.000000,3020.000000,3120.000000,3120.000000,15131500
2019-08-07,3140.000000,3400.000000,3130.000000,3360.000000,3360.000000,16043500
2019-08-08,3350.000000,3440.000000,3330.000000,3330.000000,3330.000000,12595500
2019-08-09,3300.000000,3390.000000,3300.000000,3350.000000,3350.000000,4616200
2019-08-12,3360.000000,3600.000000,3320.000000,3600.000000,3600.000000,17077300
2019-08-13,3610.000000,3730.000000,3550.000000,3680.000000,3680.000000,21746500
2019-08-14,3700.000000,3770.000000,3650.000000,3740.000000,3740.000000,12311300
2019-08-15,3720.000000,3730.000000,3560.000000,3630.000000,3630.000000,5831800
2019-08-16,3630.000000,3740.000000,3630.000000,3650.000000,3650.000000,4281000
2019-08-19,3680.000000,3950.000000,3680.000000,3830.000000,3830.000000,16822700
2019-08-20,3850.000000,3880.000000,3600.000000,3600.000000,3600.000000,12121400
2019-08-21,3600.000000,3780.000000,3600.000000,3660.000000,3660.000000,9400700
2019-08-22,3680.000000,3730.000000,3470.000000,3530.000000,3530.000000,7898900
2019-08-23,3550.000000,3580.000000,3200.000000,3270.000000,3270.000000,10083600
2019-08-26,3270.000000,3470.000000,3060.000000,3410.000000,3410.000000,10928000
2019-08-27,3450.000000,3560.000000,3430.000000,3490.000000,3490.000000,6523700
2019-08-28,3490.000000,3650.000000,3490.000000,3640.000000,3640.000000,6645700
2019-08-29,3660.000000,3780.000000,3650.000000,3690.000000,3690.000000,8804800
2019-08-30,3690.000000,3740.000000,3650.000000,3650.000000,3650.000000,2523000
2019-09-02,3640.000000,3740.000000,3570.000000,3720.000000,3720.000000,5586200
2019-09-03,3730.000000,3790.000000,3430.000000,3490.000000,3490.000000,6242600
2019-09-04,3470.000000,3620.000000,3350.000000,3400.000000,3400.000000,4126100
2019-09-05,3420.000000,3490.000000,3390.000000,3440.000000,3440.000000,5362400
2019-09-06,3470.000000,3640.000000,3450.000000,3540.000000,3540.000000,6033400
2019-09-09,3540.000000,3610.000000,3450.000000,3480.000000,3480.000000,2358500
2019-09-10,3500.000000,3560.000000,3490.000000,3500.000000,3500.000000,1915200
2019-09-11,3500.000000,3540.000000,3450.000000,3470.000000,3470.000000,1539300
2019-09-12,3450.000000,3500.000000,3360.000000,3370.000000,3370.000000,2126200
2019-09-13,3370.000000,3410.000000,3310.000000,3330.000000,3330.000000,968400
